Year,MasterGameID,GameName,EligiblePercentStandardGame,EligiblePercentCounterPick,DateAdjustedHypeFactor,AverageDraftPosition,TotalBidAmount,BidPercentile,CriticScore
2020,3b7806db-7f38-4422-a274-d6a1c79d63f2,Orcs Must Die! 3,0.006,0,0.3599,42,27,75.6,75.8571
2020,3bcb4866-8334-4dbc-8412-fd77e5db1d6e,Streets of Rage 4,0.3417,0.0706,25.14170868,29.7972,501,94.6,84.5375
2020,3c264ef4-809b-48d9-83be-46a03b0cfbf9,Destroy All Humans!,0.2076,0.0473,14.815644409999999,30.5361,431,93.5,70.0000
2020,3d075e9b-29de-4bc6-94e5-565cbc7d187b,"Yes, Your Grace",0.0081,0,0.504,41,15,71.4,74.1875
2020,3dd12056-f932-4e15-bd75-5a6d0517d425,Desperados III,0.0827,0.0091,5.42615832,36.0938,164,88,85.5246
2020,3eec6955-73bc-4be2-9cd4-f7fa0bd72d6d,Rock of Ages 3: Make & Break,0.0121,0,0.5856,53,19,72.9,70.5000
2020,3fabbe9d-e02d-4243-9276-e8b4468c97fa,"Super Mega Baseball 3 ",0.0249,0,2.5149,,142,86.9,81.5385
2020,406580a1-6bae-4985-a8ce-40fb820d1d33,Moving Out,0.0514,0,3.38778,37.2,168,88.1,77.4468
2020,4072a95a-f44e-4746-8ad8-acf021adecc2,Skully,0.001,0,0.101,,10,69.2,63.4000
2020,410e82ab-25af-43e7-82dd-8e0f361bbf4e,Call of Duty: Modern Warfare 2 Remastered,0.0667,0,7.4235,,34,77.4,73.3793
2020,4158f836-f257-4189-84e9-a17f7004b2f7,Dark Crystal: Age of Resistance Tactics,0.0444,0.0131,4.10013588,29.6667,68,81.6,62.2895
2020,41a159de-4a14-41e5-afb8-72cdad4873ed,Othercide,0.0091,0,0.9292,,77,82.6,76.4643
2020,41ce3291-6ad6-40a8-a7c0-eb8d36fc19f4,XCOM: Chimera Squad,0.0877,0,5.7984,37,929,97.6,78.7200
2020,437bb39c-223e-4001-91ae-a932745befd5,Totally Reliable Delivery Service,0.001,0,0.1111,,0,61.3,50.4545
2020,449e518e-17bc-4075-b574-5dd357d14b6d,Death Come True,0.0091,0.001,0.63664,31.8,5,66.5,76.2500
2020,44a1d17a-b959-497e-98f8-b68a020d701a,Before We Leave,0.004,0.001,0.2747,34,23,74.8,77.4000
2020,46168637-7ae3-4abc-8ae9-cac86696fbdc,Trials of Mana,0.6251,0.098,48.35890122,26.4092,1048,98.1,75.2833
2020,47885fc6-6b65-4fa0-993b-278e41ded92c,Risk of Rain 2,0,0,4.5132125,27.375,5,66.5,86.5000
2020,4af615d0-1eea-4c7f-a9b4-78f9a4a9aeb8,Zombie Army 4,0.0222,0.006,2.052,24.5714,58,80.9,74.5652
2020,4b3715be-6c28-4bdb-a73a-2eb6fb2a5f04,"Valorant ",0.7257,0,62.57416,16.6,1485,98.9,81.0000
2020,4bc9604b-5ce8-4b20-9e64-505822cbfef8,In Other Waters,0.006,0,0.6363,,24,75,78.7500
2020,4bcf3efa-67e3-46b7-9dde-a67653aba3d0,Cooking Mama Cookstar,0.0121,0.001,1.0375,18,52,80.1,45.8333
2020,4d1c5a5b-6603-4568-af05-17299d241604,The Division 2: Warlords of New York,0.0093,0,1.515,,4,65.2,76.7941
2020,50750e8a-60cd-4f52-8122-a97d756e06ac,Warcraft III: Reforged,0.3684,0.0364,39.165034770000005,25.2817,150,87.5,59.8462
2020,5162a07f-4434-40d4-b483-e8f30c4357cd,A Fold Apart,0.002,0.001,0.13649999999999998,36,1,63.1,78.2500
2020,528edbc6-107d-48af-acf6-12276b9d4674,Horizon Forbidden West,0.2188,0.12,16.40849028,26.0069,1432,98.8,70
2020,544c34ea-93a8-44c2-b068-418babff5285,Murder By Numbers,0.0363,0.001,2.2935106800000002,41.8889,149,87.4,80.3182
2020,562dec82-d4d6-46be-9482-5cca8b871c72,Twin Breaker: A Sacred Symbols Adventure,0.0091,0.001,0.8644999999999999,10,18,72.4,67.8000
2020,56ae1f5b-9f75-45d5-815e-a75e4e426054,Iron Danger,0.002,0,0.21209999999999998,,1,63.1,72.2667
2020,5774d3d2-9639-4c20-aa70-4445af33939e,Final Fantasy 7 Remake,0.9564,0.072,95.16853703000001,5.2236,23,74.8,88.0874
2020,588db2e2-6717-4dac-818c-31f959bf4bb5,The Pedestrian,0.002,0,0.2525,,1,63.1,77.5000
2020,5a44a14c-d4fc-4e37-b78a-c76e0af17b78,AO Tennis 2,0.0028,0,0.8282,,0,61.3,68.6833
2020,5a5f3cc9-31a0-4b70-a735-87bb29b15be8,One Step From Eden,0.0292,0.002,1.9036499999999998,36.25,197,89,76.8182
2020,61622686-24ec-4bf2-9393-5ce38940799c,Space Channel 5 VR - Kinda Funky News Flash!,0.002,0,0.2222,,0,61.3,55.6250
2020,6244f164-9cdb-45f8-b5dd-4bfd6a7319ee,Vitamin connection,0.001,0,0.1111,,7,67.6,78.6250
2020,625c14db-0299-4f77-9981-2551ae801ff9,SpongeBob SquarePants: Battle for Bikini Bottom Rehydrated,0.2318,0.0681,17.07869457,29.0291,487,94.3,69.7619
2020,630580a9-82ca-4b8a-b03b-91396f2645ce,Gears Tactics,0.4395,0.0998,31.916120399999997,30.9381,1247,98.4,82.1231
2020,642c892c-f2af-49b1-8351-1c5c5d161c4b,New World,0.0444,0.0151,3.60107532,19.8947,145,87.2,70
2020,6451ee9f-5e0d-4afd-9156-9c8f393f68d1,Hellpoint,0.0081,0.001,0.3402,59,51,79.9,63.3462
2020,64bd4ec2-2dc6-4057-97b8-cfe8ddd58767,Paper Beast,0.0101,0,1.0605,,16,71.8,80.3043
2020,64ef0523-8d2c-46d6-a742-f4e17e4c7af7,Granblue Fantasy Versus,0.2248,0.0262,17.2867416,28.3284,739,96.7,78.9608
2020,664a6d07-694d-4479-bbe3-4d1cb7e30eee,Someday You'll Return,0.002,0,0.21209999999999998,,5,66.5,64.4800
2020,666cf31d-0506-43f9-826a-6056cb65d243,Through the Darkest of Times,0.001,0,0.09240000000000001,17,0,61.3,73.2667
2020,66941d97-0dbd-41de-8839-2c846067be53,Coffee Talk,0.0202,0.004,1.62525,39.5455,22,74.5,73.7826
2020,687bc331-a935-4f75-9a00-6af43fe21664,Hatsune Miku: Project DIVA Mega Mix,0.0867,0.0101,5.866624679999999,35.3778,143,86.9,79.2381
2020,68876a22-e7d1-44ba-a7ec-8511a4cbb8d2,Fight Crab,0.005,0,0.5151,,34,77.4,63.4444
2020,68b509f2-ee11-466b-9a96-83a28f023ce4,Devil May Cry 3: Special Edition (Nintendo Switch),0.0769,0,5.9976,29,0,61.3,84.6000
2020,6a3149fd-9d18-42da-9955-b74532b3e239,One-Punch Man: A Hero Nobody Knows,0.0464,0.0202,3.30577,34.7407,86,83.3,58.8980
2020,6bc65d79-5e5b-407a-a843-edfa961dfe4e,Star Wars Episode I Racer,0.0081,0,0.21209999999999998,,2,64.2,68.4615
2020,712d3e32-1112-45f3-a742-5259a80eb718,Weird West,0.0081,0.002,0.5346,35,61,81.2,70
2020,71bcf839-9faa-42b2-ac20-6932834e747b,The Almost Gone,0.004,0,0.4141,,1,63.1,72.2727
2020,734108c1-90a2-4e0e-ab47-019f8bc98c73,World of Horror,0,0,0.3367,55.5,6,67.1,88.3333
2020,73916ed6-133a-43b0-b2cb-f64110340a4b,Pokémon Mystery Dungeon: Rescue Team DX,0.3691,0.105,30.447158939999998,23.6758,970,97.7,68.3125
2020,7400e067-4fa2-44cc-803b-8ae052cfd3aa,Panzer Corps 2,0.0071,0,0.7474000000000001,,19,72.9,81.4286
2020,750c2147-0365-4fa4-966a-abda16d6c4d9,Fae Tactics,0.0101,0,0.48960000000000004,53,99,84.1,72.5000
2020,78ad3e65-471e-490d-87b1-dfd9ca428076,Dreams,0.7746,0.1056,72.7919439,20.0645,185,88.5,89.8571
2020,7a383a7b-0db5-4785-b288-cc8ab305f4b5,Call of Duty: War Zone,0.0169,0,1.8483,,5,66.5,80.4000
2020,7b9eeb71-05ac-4d85-bf48-07b6ca43051e,Filament,0.0291,0,2.9492,,135,86.6,79.4444
2020,7c33cc88-8b26-4971-b893-b549316bb1a1,Story of Seasons: Friends of Mineral Town,0.0332,0.0124,0.5880599999999999,28.4,10,69.2,78.3429
2020,7cde0664-f7ea-4025-954a-0dbf8473b36b,Dead Cells: The Bad Seed,0.0234,0,1.6935342199999999,37.3333,18,72.4,93.0000
2020,7eca30f4-13b0-4677-89fb-3b0e8c31301c,Fall Guys: Ultimate Knockout,0.1653,0.0071,10.0098,40.7,1011,97.9,79.1379
2020,7f84b1a2-39e7-498f-bdb1-02a6d161e21d,Bleeding Edge,0.128,0.0262,9.20888782,32.5833,422,93.2,65.0625
2020,842252c8-e318-4ccb-9837-25908540f81b,Fable (Xbox Series X),0.0091,0.003,0.6324500000000001,31.5,31,76.5,70
2020,864416f6-bde1-4ce3-b2ff-38bdfff595c1,Shovel Knight Dig,0.0575,0.006,3.9140135000000003,32.9302,189,88.8,70
2020,871476af-680f-4d5f-93df-bc06f509de73,Get Packed,0.001,0,0.101,,0,61.3,81.2500
2020,872ebb47-878c-4fc6-b9c5-abd7f3eceeef,Wonderful 101 Remastered,0.2716,0,29.6233,,114,85.1,73.3636
2020,889f980a-513b-44ed-afe1-9cd329e13b60,Brigandine: The Legend of Runersia,0.0121,0,1.2423,,135,86.6,76.5455
2020,88d25ff4-61d1-4cf7-b1e0-9435509fb827,Huntdown,0.005,0,0.42419999999999997,,11,70,84.8846
2020,89ac37a5-d444-4444-9e96-f1f31bfa9848,The Walking Dead: Saints & Sinners,0.002,0,0.37370000000000003,,12,70.1,82.7600
2020,89ddf0ec-20fa-4c5a-991b-25724c1f285b,Resident Evil 3,0.9554,0.0193,93.75470066999999,6.6581,149,87.4,78.6857
2020,8a99f490-e070-4bf6-babf-d63f341d5ffe,"Mega Man Zero/ZX Legacy Collection ",0.1174,0.0121,8.66263566,36,76,82.5,80.8049
2020,8e92de8e-65cd-438c-ac87-67429c9a1186,Picross S4,0.001,0,0.101,,21,74.1,78.7500
2020,904a5019-def2-44fe-818a-e521de99ee84,Journey to the Savage Planet,0.0685,0.0151,6.524057600000001,37.8846,299,91.4,75.8841
2020,91d36a0e-3642-49b6-beaf-34f355bfee3e,If Found...,0.0081,0,0.5478,35,19,72.9,83.7143
2020,92293439-c897-4a21-b86e-3e968cc4ed52,Disaster Report 4: Summer Memories,0.0113,0.0038,1.212,,2,64.2,54.3548
2020,9278fb2b-7298-429c-b403-cdb1d0c7578f,Tokyo Mirage Sessions ♯FE: Encore,0.1134,0.0162,23.162979059999998,26.5,21,74.1,82.6444
2020,93005815-44e2-4c9d-8af4-623193f4e77e,Neon Abyss,0.005,0,0.5151,,48,79.5,76.8696
2020,96a7708f-3d52-47b4-b9c5-f92fc8d80ce0,Control: The Foundation,0.0187,0,1.9594,,3,64.8,78.9655
2020,973ca78f-ab02-493f-94fe-90f2616a7662,My Hero One's Justice 2,0.002,0,0.21209999999999998,,0,61.3,68.6739
2020,97c9eff4-1b6e-4128-b01e-d1fbe8535d79,Cloudpunk,0.0151,0.002,0.7059,55.75,71,81.8,71.8421
2020,9837c41c-acb1-413b-bad6-247ca15592e0,Guilty Gear Strive,0.2127,0.0242,15.54103185,27.9345,428,93.5,70
2020,98a5b004-d657-49ec-929d-57ad7a6f2ab2,Maneater,0.122,0.0272,8.263032950000001,35.1591,332,92,71.7561
2020,98ba7b98-c21c-46bc-9380-275965676ac9,Paper Mario: The Origami King,0.6482,0.0212,49.136932800000004,25.913,13278,99.9,77.7123
2020,99199b76-c2c8-4dfb-8913-6a2cc0288a7d,Roki,0.0101,0,0.6528,37,13,70.6,75.6842
2020,9c254f61-2987-4b6d-bcec-94d8fb198f1b,Dr. Kawashima’s Brain Training,0.004,0.002,1.22316735,36.75,1,63.1,66.2500
2020,9cf3fb09-5008-4ff1-b477-967d57232c07,Later Daters,0.001,0,0.101,,10,69.2,76.6667
2020,9da31175-a3dd-4a16-a10a-06d8f5ba27f9,Forza Motorsport (Xbox Series X),0.1764,0.0252,12.355056,30.96,585,95.6,70
2020,9e096e42-231b-4057-94c5-ec93c740d0e7,Tales of Arise,0.2954,0.0474,21.124083539999997,29.4899,787,96.9,70
2020,9e590d3b-5cd5-4a3d-8c2a-b55bbd1e6a32,VirtuaVerse,0.004,0,0.4141,,0,61.3,81.6000
2020,9e79c480-21ab-4824-8dac-bec2da516081,Double Dragon & Kunio-Kun Retro Brawler Collection,0.0288,0,3.4440999999999997,,6,67.1,73.8462
2020,a0e691c3-bd7f-4307-b9b2-68fefe047b55,Marvel's Iron Man VR,0.3105,0.1008,22.45891359,29.7697,552,95.1,73.8298
2020,a24645b1-5cce-4324-9655-611aad5b6fd3,The Procession To Calvary,0.004,0.001,0.2352,45,4,65.2,79.3000
2020,a2bd4e10-6476-4ba2-979d-efa6b225fb49,Sword Art Online Alicization Lycoris,0.0121,0.003,1.00193289,25.6667,45,79,54.3929
2020,a2c28fc3-a8b0-466a-9ea0-a9f0c383de92,Dungeon Defenders Awakened,0.0141,0,0.21209999999999998,,6,67.1,73.7500
2020,a41b0458-ba61-4879-a04b-9a2cf8c4e13d,Super Crush KO,0.002,0.001,0.1534,75,0,61.3,76.1000
2020,a4de2773-351a-4235-9faf-96dfcf893980,Beyond Blue,0.005,0.002,0.3796,28,7,67.6,73.0667
2020,a7fd5641-101d-4d44-9652-d4c51602c626,CARRION,0.4022,0.0333,28.58425878,30.7166,767,96.8,77.4138
2020,aa71dd92-5c2f-45f0-b160-62ce887a1545,Kerbal Space Program 2,0.375,0.0806,28.4056125,25.2517,779,96.8,70
2020,ac7ac0e3-c3f0-4845-842e-e8366b98aae9,Ageless,0.001,0,0.101,,1,63.1,70.0000
2020,acaef7cb-2b59-4f9b-8fcd-b02353d1e88d,GhostWire Tokyo,0.0504,0.0292,3.65002344,28.5789,141,86.8,70
2020,ad7712f1-3ffe-4b76-87f7-6306995c0a2f,Lost Words: Beyond the Page,0.005,0,0.3458,34.5,2,64.2,81.0000
2020,ad7ac9ff-9405-4668-80d2-bc1572b49842,Minecraft: Dungeons,0.7056,0.1472,56.953759940000005,22.7898,705,96.4,72.4762
2020,ae5933ed-f226-46d3-aefb-99fa90d5a35e,Ministry of Broadcast,0.002,0,0.2525,,2,64.2,70.8182
2020,aee0b3d5-79af-4584-8bc9-4b9a7bb41903,Legends of Runeterra,0.173,0.0127,10.60824378,44.2857,97,83.9,88.4000
2020,b14881f1-e780-4934-a68f-78d29723b37f,The Room VR: A Dark Matter,0.005,0.001,0.36835,31.5,0,61.3,78.6667
2020,b2f310c8-9ff1-476e-9f8d-e43496279666,Crysis Remastered,0.0864,0,0.6177,14,37,77.9,65.8824
2020,b413a638-c042-4743-a4b0-2785f657fbfa,Jet Lancer,0.001,0,0.101,,1,63.1,82.5000
2020,b43e1e4d-ec6b-4688-a13d-68dab6dff83d,Humankind,0.0575,0.0192,3.7645594999999994,35.5294,178,88.4,70
2020,b6e4e9ab-17e3-469f-88a6-9e58500519ad,Phantom: Covert Ops,0.001,0,0.101,,0,61.3,73.8750
2020,b74b9f5f-bdb9-452b-a600-e8bdf317d475,Persona 5 Royal,0.7895,0.0283,76.84646823000001,14.0387,398,92.8,94.5424
2020,b7c10d38-e290-4be4-b2e5-ed37983d81a3,Sakura Wars,0.0977,0.015,6.192,41,96,83.8,73.2653
2020,b8da2f0b-0fb2-44fc-9d78-55aa258cd375,Rogue Legacy 2,0.0887,0.002,6.770763710000001,24.6667,781,96.9,70
2020,bb17eeba-efb6-4ea4-aa78-889bb97b58d7,Pokemon: The Isle of Armor,0.0935,0.014,7.180240949999999,29.9,32,77,66.5484
2020,bd28da97-0740-4121-a830-0ab8e362a58e,KUNAI,0.0071,0,0.48284999999999995,45.5,21,74.1,75.9412
2020,c0118df4-4089-43d6-83c5-7a6bdde671c4,Neversong,0.001,0,0.101,,0,61.3,80.8095
2020,c057c509-7925-4e86-bcaa-0120eb78863f,Phantasy Star Online 2,0.1955,0.0338,13.711590000000001,35.1724,73,82.2,70.0000
2020,c1b80797-7e42-4f4f-8a18-dc9c15424d7d,Giraffe & Annika,0.004,0,0.42419999999999997,,32,77,62.6667
2020,c2d6ccf2-ab7a-469d-8e61-72f604bbfc5e,Ori and the Will of the Wisps,0.9786,0.0171,88.90008,8.7967,56,80.6,89.5647
2020,c3079a72-3006-44c4-afc1-85a0694e5f3b,Monster Train,0.004,0,0.4141,,7,67.6,84.5625
2020,c4378714-fc2c-43e5-a82e-b047551c7e75,Necrobarista,0.0393,0.006,2.35616,41.8,85,83.1,82.2941
2020,c449ea71-5e8b-4680-a67c-cad315e20df0,Hitman 3,0.002,0,0.202,,41,78.6,70
2020,c4e383c6-2bca-4d96-bb2b-3614600d77f8,Ninjala,0.0928,0,6.3248,34,70,81.7,72.0909
2020,c5af2f6f-56bf-445c-87d4-57cf6a95c7bf,Golf With Your Friends,0.0211,0,2.1614,,22,74.5,69.0000
2020,cb22d1d2-02c1-425d-814b-5988552ca15d,Clubhouse Games: 51 Worldwide Classics,0.0706,0,7.1104,,311,91.5,81.6857
2020,cd939eb6-e2c7-4803-bd2e-f2ae761c455d,Wildfire,0.004,0,0.4141,,3,64.8,75.5556
2020,d1692d35-68d6-4b52-8f99-5a9ea83c15b1,Fast and Furious: Crossroads,0.0081,0.003,0.41850026999999995,49.3333,30,76.2,32.5000
2020,d55165ab-ae33-494e-a77a-44bbb2333228,Half Life: Alyx,0.9002,0.252,83.71733022,12.0023,209,89.4,92.3200
2020,d5605880-b70f-433f-8513-2d172e96625f,Deadly Premonition 2: A Blessing in Disguise,0.1331,0.0524,8.75673,35.5915,476,94.1,60.2667
2020,d5a63798-61e5-4711-8670-dcdc86c281c8,MLB The Show 20,0.6197,0.0592,50.73346988,25.2024,282,91.1,83.9000
2020,d8645a28-8f34-489c-8ded-28f701d10974,Azur Lane: Crosswave,0.0096,0.0096,0.063,38,0,61.3,60.0909
2020,d97af992-653f-4108-a0eb-c95259979991,Snack World: The Dungeon Crawl - Gold,0.0113,0.0075,0.73959957,43.6667,0,61.3,67.6667
2020,dab1fa75-6cc3-4c00-a82f-5dc9f38d4c7d,Overpass,0.002,0.001,0.1738,22,0,61.3,53.7083
2020,dbc0e4e0-3b31-4cfb-9349-c9da11dcdc9e,The Elder Scrolls Online: Greymoor,0.0047,0,0.4747,,25,75.4,73.7895
2020,dd173a8c-393a-4bcb-89a3-75f68524947f,ITTA,0.002,0.001,0.08399999999999999,61,1,63.1,76.3636
2020,ddf35677-77bf-4e62-a6c0-84397b6ac160,Ys IX: Monstrum Nox,0.006,0.002,0.387,36.5,11,70,70
2020,e3353c8a-cdcb-4b59-a63a-73217176a897,Psychonauts 2,0.5917,0.1462,46.45626044,22.4868,985,97.8,70
2020,e656b72a-30ee-4d0c-9e6d-4767ad998bcd,Warborn,0.001,0,0.101,,0,61.3,65.5000
2020,e82066ae-595e-4fb8-b13e-e292c1649e9f,Utawarerumono: Prelude to the Fallen,0.004,0,0.4141,,116,85.3,75.8000
2020,e9569ede-e192-4a46-a2ba-ea1f2a523fb8,One Piece Pirate Warriors 4,0.0343,0.005,2.3562000000000003,35,95,83.7,74.5849
2020,e9610429-0b91-41b3-b63f-495560c96d58,LUNA The Shadow Dust,0.0192,0,1.6206,27,50,79.8,73.7222
2020,ef34c9d5-b2dc-40cf-b9e8-7b701ed3c052,Animal Crossing: New Horizons,0.9788,0.0519,92.11710371999999,7.0976,14,70.7,90.2262
2020,ef5783ba-57bf-44c2-bd7c-2db2a1ca2091,Bloodstained: Curse of the Moon 2,0.0746,0,6.191,19,576,95.4,80.8333
2020,f0da9cea-a525-4f88-98a9-b56b0aefea32,Kingdom Hearts III Re:Mind,0.285,0.0421,30.233942,26.94,106,84.6,67.7143
2020,f4ca2d38-5cde-47c5-9829-22a48db0b040,Ghost of Tsushima,0.9798,0.0595,91.08862153999999,8.9737,206,89.3,85.3407
2020,f501f697-334d-458c-8431-6c20ebad7fa6,Ooblets,0.0696,0.0111,4.5087228,36.2195,278,90.9,70
2020,f97262a8-2e3e-4ad5-bc7b-2835852f637c,Xenoblade Chronicles: Definitive Edition,0.6964,0.0243,56.11455108,24.2149,322,91.8,89.0448
2020,fb3a84e0-2cfd-4a87-ab24-da17e1558ea9,Far Cry 6,0.0111,0,1.1211,,149,87.4,70
2020,fc54f0c4-f123-47ce-8a65-9b13a07c0202,Black Mesa,0.048,0,5.3126,,43,78.8,85.8182
2020,fd537cea-a05e-474e-b4cf-0699bfbfbff1,Panzer Paladin,0.0131,0,1.3433,,33,77.1,79.5333
2020,fe1442c4-4f77-4b53-bb73-67bc80608942,Deep Rock Galactic,0.0704,0.0141,0.7202,31.75,32,77,84.5882
2020,fefac39f-9fce-40b0-a6d2-b2faf8a75d0e,Command & Conquer Remastered Collection,0.2222,0.0247,15.54987456,35.3333,130,86.3,85.0278
2020,ff652b22-57e9-4411-9dfb-ebaaec5dc472,Predator: Hunting Grounds,0.0948,0.0292,7.0054281,30.2381,155,87.7,57.0417
2020,ff96596d-4f80-4498-a7b0-e149da4d1b49,Beautiful Desolation,0.003,0,0.3333,,17,72,78.7500
